COUNTY,SITE,BEGDATE,DIR,HR1,HR2,HR3,HR4,HR5,HR6,HR7,HR8,HR9,HR10,HR11,HR12,HR13,HR14,HR15,HR16,HR17,HR18,HR19,HR20,HR21,HR22,HR23,HR24,TOTVOL,PEAKHR,PEAKVOL,TYPE,TRUCKS
89,0332,4/6/2020,S,32,31,24,72,285,651,1546,2000,1652,1199,1138,1004,1070,1029,1141,977,909,872,636,428,320,203,163,57,17439,08,2000,,
13,0333,4/6/2020,E,22,19,33,68,129,415,1093,1370,1132,939,988,1123,1187,1207,1212,1259,1452,1361,827,563,321,213,143,77,17153,17,1452,,
13,0333,4/6/2020,W,55,43,29,54,118,394,889,1152,1042,949,977,1017,1190,1231,1202,1324,1382,1331,907,605,423,219,197,119,16849,17,1382,,
89,0334,4/6/2020,N,130,86,59,104,140,373,903,1210,1156,1029,970,1077,1107,1198,1210,1778,2246,2298,1455,830,625,427,291,311,21013,18,2298,,
89,0334,4/6/2020,S,124,103,128,207,510,1264,2309,2358,1544,1144,1022,945,918,967,1047,1161,1177,1080,774,602,400,292,261,170,20507,08,2358,,
73,0335,4/6/2020,E,7,2,4,6,6,20,55,174,206,218,207,252,266,299,287,269,250,245,159,110,50,36,21,10,3159,14,299,,
73,0335,4/6/2020,W,13,7,9,12,22,61,178,284,381,382,453,501,507,510,568,525,530,439,293,282,138,80,33,23,6231,15,568,,
47,0337,4/6/2020,N,4,5,0,5,16,79,89,79,68,82,97,117,100,107,118,103,124,101,47,30,10,14,11,7,1413,17,124,,
47,0337,4/6/2020,S,9,5,11,13,25,41,69,101,71,79,90,85,94,97,107,100,122,91,68,47,22,17,8,10,1382,17,122,,
77,0343,4/6/2020,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01,0,,
77,0343,4/6/2020,W,237,177,197,338,658,1863,3301,3282,2759,2202,2024,2030,2013,2056,2104,2429,2560,2616,1970,1345,1083,753,598,311,38906,07,3301,,
61,0344,4/6/2020,E,6,0,3,19,22,47,117,132,122,128,133,122,117,122,109,149,125,121,67,37,22,18,6,9,1753,16,149,,
61,0344,4/6/2020,W,7,2,2,3,13,24,47,88,84,104,109,128,126,126,126,161,170,176,77,48,43,32,21,13,1730,18,176,,
70,0345,4/6/2020,N,63,35,27,37,89,235,648,811,682,625,579,660,670,669,691,626,724,671,569,390,322,212,175,83,10293,08,811,,
70,0345,4/6/2020,S,69,40,29,25,41,74,216,358,434,474,594,663,675,717,688,843,949,916,645,488,366,240,171,165,9880,17,949,,
48,0348,4/6/2020,N,17,10,14,22,43,69,129,123,124,145,162,156,165,133,156,156,168,179,104,86,73,41,31,27,2333,18,179,,
48,0348,4/6/2020,S,14,12,8,22,57,129,139,133,106,118,144,132,151,149,160,126,148,122,90,71,48,41,25,22,2167,15,160,,
55,0349,4/6/2020,N,6,15,22,14,28,57,97,211,192,153,146,161,166,180,194,242,303,417,218,152,95,54,34,37,3194,18,417,,
55,0349,4/6/2020,S,22,7,13,20,30,103,287,378,270,215,163,163,193,183,184,182,213,212,154,138,76,58,45,25,3334,08,378,,
01,0350,4/6/2020,N,91,72,100,146,293,622,1104,1241,1106,1065,981,947,966,977,969,1053,1145,1099,670,454,343,241,206,138,16029,08,1241,,
01,0350,4/6/2020,S,107,86,106,163,252,643,1150,1276,1074,966,907,943,1010,991,1050,1109,1187,1076,762,559,356,268,166,144,16351,08,1276,,
03,0351,4/6/2020,N,36,29,33,41,62,149,307,357,339,275,263,306,291,297,315,259,239,247,215,157,102,101,57,61,4538,08,357,,
03,0351,4/6/2020,S,36,26,18,51,82,146,214,205,257,255,247,298,274,284,287,296,258,253,192,158,115,85,69,41,4147,12,298,,
57,0356,4/6/2020,N,10,5,4,6,9,26,36,58,30,67,65,82,94,105,110,123,144,120,87,55,30,25,14,16,1321,17,144,,
57,0356,4/6/2020,S,7,4,2,10,32,71,102,107,76,102,91,73,101,95,92,71,69,75,42,42,18,19,10,8,1319,08,107,,
86,0357,4/6/2020,N,41,37,50,79,171,291,398,372,328,333,369,350,338,323,321,308,309,289,214,120,115,83,74,53,5366,07,398,,
86,0357,4/6/2020,S,38,41,25,23,72,132,235,279,354,339,316,337,211,483,360,351,350,319,290,221,181,140,95,68,5260,14,483,,
18,0358,4/6/2020,N,89,110,100,128,270,543,902,1003,900,974,1055,1060,1049,982,828,844,843,744,571,461,351,298,284,173,14562,12,1060,,
18,0358,4/6/2020,S,189,125,142,161,253,461,568,669,711,631,633,702,656,678,759,779,925,810,711,540,389,288,244,223,12247,17,925,,
46,0359,4/6/2020,N,10,10,7,13,26,75,97,143,190,169,224,218,233,246,263,313,409,391,232,155,77,68,40,27,3636,17,409,,
46,0359,4/6/2020,S,17,13,19,39,84,262,436,382,242,243,199,241,215,205,199,176,190,182,158,100,43,55,35,26,3761,07,436,,
78,0360,4/6/2020,N,20,9,8,23,37,161,441,615,638,556,574,578,695,649,650,673,662,607,463,358,197,85,48,36,8783,13,695,,
78,0360,4/6/2020,S,22,14,6,7,13,41,160,361,355,432,495,623,695,669,701,771,874,895,653,436,286,132,73,50,8764,18,895,,
86,0362,4/6/2020,S,186,112,142,267,571,1625,3477,4153,3784,3154,2948,2692,2824,2931,3099,3618,3397,3415,2403,1725,1201,891,538,394,49547,08,4153,,
52,0364,4/6/2020,E,5,3,3,4,11,55,68,86,65,61,42,48,64,50,49,54,65,51,41,23,16,6,5,8,883,08,86,,
52,0364,4/6/2020,W,7,2,3,1,7,24,49,52,42,62,52,48,74,60,49,75,64,104,46,39,21,15,9,6,911,18,104,,
47,0365,4/6/2020,N,1,1,1,5,14,33,39,49,47,37,37,43,33,31,45,49,66,40,19,26,11,14,4,3,648,17,66,,
47,0365,4/6/2020,S,4,2,3,3,24,18,51,50,41,25,41,39,47,34,35,42,58,46,24,26,17,7,8,6,651,17,58,,
60,0366,4/6/2020,E,61,58,69,71,151,267,377,444,407,436,404,303,357,331,356,328,299,292,246,181,129,140,93,63,5863,08,444,,
60,0366,4/6/2020,W,65,29,42,42,89,164,232,248,302,302,312,302,327,365,400,474,486,442,328,216,160,158,120,103,5708,17,486,,
01,0367,4/6/2020,N,18,18,27,65,92,221,330,511,414,327,384,387,358,424,397,462,478,429,229,174,85,60,45,37,5972,08,511,,
01,0367,4/6/2020,S,36,20,25,34,91,136,338,445,360,312,324,333,388,410,451,448,473,413,295,190,117,71,50,45,5805,17,473,,
48,0368,4/6/2020,N,102,71,65,78,166,485,1081,1363,1156,1049,1082,1257,1334,1383,1488,1950,2330,2187,1150,756,503,365,294,237,21932,17,2330,,
48,0368,4/6/2020,S,88,82,50,85,229,845,2002,2605,1684,1287,1175,1215,1258,1268,1304,1376,1445,1305,878,623,446,295,245,168,21958,08,2605,,
49,0369,4/6/2020,N,6,0,1,1,6,6,40,41,38,53,44,53,61,65,61,58,60,57,22,11,9,10,2,1,706,14,65,,
49,0369,4/6/2020,S,3,6,1,4,3,8,13,48,54,37,56,55,68,48,58,49,69,43,28,13,13,7,4,4,692,17,69,,
70,0370,4/6/2020,E,49,34,44,68,150,666,1416,1312,1066,854,813,753,852,838,804,880,936,951,613,417,298,217,137,97,14265,07,1416,,
70,0370,4/6/2020,W,47,35,26,53,98,269,603,820,685,675,694,811,856,930,1055,1532,1359,1243,756,393,336,203,152,105,13736,16,1532,,
10,0372,4/6/2020,E,101,76,74,103,211,581,1441,1562,1304,1215,1103,1178,1333,1223,1301,1425,1389,1121,914,682,537,418,270,230,19792,08,1562,,
10,0372,4/6/2020,W,82,86,53,79,103,302,776,867,836,848,940,1039,1153,1127,1245,1404,1349,1402,989,698,536,406,276,190,16786,16,1404,,
10,0373,4/6/2020,N,39,44,63,90,251,655,1090,1123,897,728,619,703,754,752,817,919,799,693,525,382,257,177,142,109,12628,08,1123,,
10,0373,4/6/2020,S,58,68,70,124,239,496,805,689,616,638,630,670,784,833,934,1181,1316,1267,766,513,399,286,148,153,13683,17,1316,,
89,0374,4/6/2020,N,14,7,2,8,12,39,119,271,353,354,379,402,431,488,472,589,687,665,354,174,102,66,43,36,6067,17,687,,
89,0374,4/6/2020,S,14,5,3,19,40,119,387,828,697,486,373,419,414,383,361,387,375,333,247,130,70,66,21,14,6191,08,828,,
54,0375,4/6/2020,E,116,79,95,97,115,148,186,219,282,325,358,400,406,433,392,390,361,369,353,276,219,160,115,105,5999,14,433,,
54,0375,4/6/2020,W,80,74,66,61,78,156,242,304,293,309,321,388,382,438,425,433,467,400,323,321,261,203,162,135,6322,17,467,,
55,0376,4/6/2020,E,20,14,6,21,26,132,423,885,620,436,419,397,383,418,362,414,438,418,313,189,133,98,47,36,6648,08,885,,
55,0376,4/6/2020,W,20,14,12,12,24,97,204,314,301,302,370,415,458,461,467,571,765,904,436,258,162,101,75,38,6781,18,904,,
86,0380,4/6/2020,E,155,118,114,175,320,942,2516,3343,3048,2337,2108,2070,2053,2288,2266,2422,2397,2338,1845,1198,883,646,528,299,36409,08,3343,,
86,0380,4/6/2020,W,226,131,87,153,268,691,1784,2544,2761,2224,2231,2188,2467,2565,2732,3293,3742,3786,2479,1594,1131,823,568,445,40913,18,3786,,
86,0381,4/6/2020,E,2,0,0,4,14,83,352,653,462,211,133,114,70,25,1,4,0,0,0,0,0,0,0,0,2128,08,653,,
86,0381,4/6/2020,W,0,0,0,0,0,0,0,0,1,0,0,0,0,60,159,261,384,402,171,83,41,28,17,19,1626,18,402,,
87,0382,4/6/2020,E,0,0,0,0,41,275,535,346,201,204,215,186,246,194,144,124,92,42,54,1,1,0,0,0,2901,07,535,,
87,0382,4/6/2020,W,0,0,0,1,6,24,59,92,191,162,201,230,222,271,340,450,273,295,130,6,0,0,0,0,2953,16,450,,
87,0383,4/6/2020,E,16,11,15,13,48,197,357,308,264,273,282,282,291,289,342,347,420,414,323,212,152,89,85,33,5063,17,420,,
87,0383,4/6/2020,W,19,14,14,37,80,247,358,333,270,261,243,282,301,367,370,397,383,362,273,181,113,93,56,24,5078,16,397,,
86,0384,4/6/2020,E,62,57,48,55,128,237,577,1008,990,848,826,838,976,993,1014,976,1004,1098,902,677,497,384,353,214,14762,18,1098,,
86,0384,4/6/2020,W,100,55,33,37,71,219,396,580,757,787,822,976,1015,1026,964,1185,1259,1084,824,615,564,351,252,199,14171,17,1259,,
57,0385,4/6/2020,E,34,22,21,52,97,334,990,1065,954,724,637,657,685,619,598,667,672,596,426,293,169,146,113,73,10644,08,1065,,
57,0385,4/6/2020,W,41,28,23,24,52,154,335,601,572,499,581,670,734,715,779,945,1067,1076,698,390,277,177,144,111,10693,18,1076,,
57,0386,4/6/2020,E,28,24,19,45,89,288,932,1020,878,716,645,697,712,650,607,651,672,558,422,305,172,150,109,60,10449,08,1020,,
58,0398,4/6/2020,N,17,15,10,27,117,340,484,451,386,385,351,370,400,448,355,412,464,459,283,240,131,121,76,48,6390,07,484,,
58,0398,4/6/2020,S,24,18,10,30,60,215,366,428,345,352,437,381,408,433,524,638,488,388,347,196,149,117,142,101,6597,16,638,,
97,0403,4/6/2020,N,244,145,186,295,438,1286,3493,3506,2545,2000,1930,1948,2088,2200,2338,2600,2754,2475,1695,1206,953,740,563,449,38077,08,3506,,
97,0403,4/6/2020,S,199,142,146,199,343,1038,2237,2491,2314,1945,1953,1895,1990,2152,2263,2586,2508,2481,1784,1136,879,701,502,339,34223,16,2586,,
97,0406,4/6/2020,N,9,6,9,12,31,70,214,340,297,255,236,242,222,218,235,263,282,246,164,83,66,34,31,24,3589,08,340,,
97,0406,4/6/2020,S,7,7,10,20,49,203,272,237,224,212,201,207,226,225,244,261,279,303,173,107,62,27,21,22,3599,18,303,,
97,0407,4/6/2020,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01,0,,
97,0407,4/6/2020,W,46,47,46,104,213,572,1018,1072,818,628,577,614,658,607,675,720,716,792,488,316,230,159,116,79,11311,08,1072,,
97,0416,4/6/2020,N,73,61,54,109,194,350,772,1143,1143,867,836,818,812,878,855,928,1082,1033,658,433,267,239,242,170,14017,08,1143,,
97,0416,4/6/2020,S,88,84,76,97,147,414,817,964,843,699,629,663,733,739,785,903,899,816,565,370,236,221,156,156,12100,08,964,,
97,0417,4/6/2020,N,71,57,53,107,178,288,586,810,772,661,678,695,693,734,713,818,943,927,572,369,238,219,221,180,11583,17,943,,
97,0417,4/6/2020,S,94,83,88,113,160,469,883,962,805,642,546,544,617,605,587,685,650,614,464,346,232,226,147,157,10719,08,962,,
97,0430,4/6/2020,N,95,59,58,109,249,921,1152,1200,1187,1006,1047,976,1044,1076,1098,1142,1244,1203,838,712,457,383,243,157,17656,17,1244,,
97,0430,4/6/2020,S,119,59,61,95,193,357,914,1173,1116,874,879,929,1004,1032,1159,1340,1474,1419,1098,748,537,429,313,221,17543,17,1474,,
10,0446,4/6/2020,N,75,52,45,118,199,602,1068,1175,1126,1083,1163,1215,1307,1306,1272,1249,1265,1219,1021,742,605,359,214,139,18619,13,1307,,
10,0446,4/6/2020,S,91,58,33,46,57,180,475,684,826,889,996,1174,1395,1398,1337,1507,1751,1738,1272,1019,796,512,362,194,18790,17,1751,,
10,0447,4/6/2020,E,97,85,66,95,172,379,650,664,701,665,652,765,879,878,964,1064,1038,953,705,598,533,357,237,171,13368,16,1064,,
10,0447,4/6/2020,W,103,65,61,85,152,451,887,921,829,716,752,829,819,787,847,945,854,847,685,475,388,340,222,158,13218,16,945,,
10,0449,4/6/2020,N,81,54,73,107,215,620,1171,1178,971,748,742,784,948,899,903,896,837,853,648,495,437,365,204,114,14343,08,1178,,
10,0449,4/6/2020,S,81,81,55,72,112,258,561,778,830,751,840,906,1045,1089,1140,1367,1588,1589,1006,756,515,375,258,194,16247,18,1589,,
10,0450,4/6/2020,E,63,37,39,60,92,195,438,608,697,837,1033,1212,1427,1357,1396,1614,1675,1753,1349,945,654,348,220,159,18208,18,1753,,
10,0450,4/6/2020,W,71,55,51,100,249,643,1324,1371,1268,1059,1118,1295,1317,1275,1252,1147,1137,1135,988,714,531,327,178,112,18717,08,1371,,
10,0451,4/6/2020,E,54,33,42,70,148,353,798,846,811,787,764,836,886,912,964,1168,1055,1080,786,595,421,285,163,129,13986,16,1168,,
10,0451,4/6/2020,W,70,38,41,42,111,270,670,857,761,700,743,828,922,893,961,1090,1154,1113,810,546,384,272,190,104,13570,17,1154,,
10,0452,4/6/2020,N,37,15,24,27,38,123,233,464,482,529,614,654,811,782,893,913,1058,924,680,536,366,218,99,87,10607,17,1058,,
10,0452,4/6/2020,S,26,22,32,38,95,321,616,745,793,698,691,735,803,820,765,789,689,713,560,415,319,154,106,59,11004,14,820,,
97,0453,4/6/2020,N,76,56,62,56,103,258,727,1116,1078,974,1027,1206,1354,1358,1565,2142,2425,2240,1356,874,634,393,267,194,21541,17,2425,,
97,0453,4/6/2020,S,54,48,51,99,277,966,2347,2260,1960,1538,1246,1226,1189,1226,1156,1260,1089,1145,849,594,446,332,178,99,21635,07,2347,,
35,9902,4/6/2020,E,105,86,77,102,110,131,203,197,236,292,316,364,393,371,428,345,360,336,318,290,224,166,117,97,5664,15,428,,
35,9902,4/6/2020,W,76,70,52,67,63,153,218,251,257,283,314,356,365,429,403,411,427,359,323,320,231,193,174,96,5891,14,429,,
26,9904,4/6/2020,N,163,131,164,153,250,403,754,1033,1006,1079,1117,1197,1160,1162,1173,1077,977,962,886,647,527,419,156,394,16990,12,1197,,
26,9904,4/6/2020,S,244,230,221,252,361,444,583,686,723,675,760,791,836,908,958,1075,1016,1078,808,636,554,487,376,306,15008,18,1078,,
72,9905,4/6/2020,N,154,122,115,150,310,843,2004,2326,2237,1722,1656,1716,1742,1796,1751,1943,1790,1781,1415,1004,751,530,427,300,28585,08,2326,,
72,9905,4/6/2020,S,190,141,127,201,300,559,1369,1770,1509,1320,1394,1400,1566,1598,1708,2000,2150,2256,1503,1040,719,512,399,328,26059,18,2256,,
79,9906,4/6/2020,E,176,148,129,184,332,753,1839,2049,1834,1681,1615,1600,1813,1775,2062,2504,2865,2939,1873,1240,830,641,447,356,31685,18,2939,,
79,9906,4/6/2020,W,172,146,173,325,611,1658,2776,2768,2014,1644,1465,1486,1524,1659,1617,1839,1925,1998,1492,1058,867,531,441,281,30470,07,2776,,
46,9907,4/6/2020,N,17,15,7,22,47,92,127,182,213,207,300,259,301,277,350,453,553,498,255,147,113,79,49,39,4602,17,553,,
46,9907,4/6/2020,S,23,16,30,51,99,315,521,549,369,320,284,292,274,266,247,222,212,203,176,98,62,65,40,38,4772,08,549,,
34,9909,4/6/2020,N,13,11,6,10,38,64,118,168,189,255,308,319,339,350,388,380,381,378,263,166,120,77,53,34,4428,15,388,,
34,9909,4/6/2020,S,12,9,13,30,47,85,189,281,296,291,308,336,338,332,333,279,299,274,187,138,98,65,30,28,4298,13,338,,
72,9914,4/6/2020,N,204,168,272,282,534,1180,1993,2113,1796,1534,1620,1541,1563,1688,1638,1953,2009,2134,1460,1077,831,719,698,402,29409,18,2134,,
72,9914,4/6/2020,S,258,223,231,278,452,931,1487,1571,1503,1351,1365,1443,1511,1598,1736,2274,2439,2256,1670,1206,928,824,712,554,28801,17,2439,,
48,9916,4/6/2020,N,48,32,35,35,91,233,331,449,418,515,583,583,623,639,699,859,967,1040,544,389,242,143,118,79,9695,18,1040,,
48,9916,4/6/2020,S,38,49,20,52,126,442,860,961,777,599,618,593,678,657,595,604,656,586,400,254,158,116,75,53,9967,08,961,,
07,9918,4/6/2020,N,61,37,55,87,161,253,390,375,361,318,364,359,375,391,387,420,491,505,351,231,172,129,79,65,6417,18,505,,
07,9918,4/6/2020,S,41,25,34,62,106,355,468,401,412,364,388,433,420,420,381,431,414,430,281,198,123,101,65,62,6415,07,468,,
70,9919,4/6/2020,N,132,98,119,167,300,830,1392,1563,1387,1218,1272,1338,1397,1464,1534,1831,2010,1950,1173,771,596,418,317,271,23548,17,2010,,
70,9919,4/6/2020,S,145,121,124,181,260,629,1674,2039,1620,1371,1200,1245,1186,1289,1341,1652,1683,1623,1036,752,506,393,279,246,22595,08,2039,,
18,9920,4/6/2020,N,113,112,107,129,257,515,854,949,950,958,1041,1054,1014,951,840,852,893,733,576,454,354,304,291,196,14497,12,1054,,
18,9920,4/6/2020,S,189,127,164,189,276,482,607,650,689,585,608,672,633,654,726,799,843,834,695,493,385,290,261,239,12090,17,843,,
74,9923,4/6/2020,N,144,126,122,128,254,570,725,786,751,846,888,1023,996,1002,1014,1117,1055,1061,776,591,524,401,318,287,15505,16,1117,,
74,9923,4/6/2020,S,157,131,116,156,243,489,774,732,638,625,694,731,738,767,813,1009,970,890,708,500,413,324,265,200,13083,16,1009,,
79,9925,4/6/2020,E,18,6,16,27,69,210,509,603,357,295,268,285,285,261,297,325,320,348,171,127,107,61,60,57,5082,08,603,,
79,9925,4/6/2020,W,16,15,9,9,40,80,238,318,251,250,261,259,247,331,341,437,578,538,351,178,124,69,61,59,5060,17,578,,
16,9927,4/6/2020,E,71,49,75,86,143,250,428,641,460,367,336,360,382,394,425,541,530,452,398,237,195,167,83,86,7156,08,641,,
16,9927,4/6/2020,W,41,37,60,65,135,331,495,372,329,324,308,301,347,427,362,435,512,528,298,246,163,126,100,72,6414,18,528,,
79,9929,4/6/2020,N,6,8,8,13,35,81,154,320,280,308,339,384,424,377,389,416,415,336,238,154,120,52,42,21,4920,13,424,,
79,9929,4/6/2020,S,13,5,8,7,40,90,232,154,199,261,358,353,393,413,393,394,445,366,293,195,122,84,49,31,4898,17,445,,
97,9931,4/6/2020,N,85,85,54,103,143,302,605,573,593,580,518,561,590,579,565,577,621,555,431,345,264,228,227,146,9330,17,621,,
97,9931,4/6/2020,S,134,143,131,148,214,393,512,493,420,441,450,443,445,513,501,556,615,618,485,349,277,249,183,162,8875,18,618,,
97,9933,4/6/2020,N,119,74,42,65,131,361,1175,1679,1603,1242,1063,1023,1148,1266,1401,1817,1938,2170,1434,818,596,423,334,230,22152,18,2170,,
97,9933,4/6/2020,S,82,60,73,107,237,718,1611,2237,2220,1522,1273,1213,1228,1306,1393,1624,1765,1711,1122,787,503,367,266,164,23589,08,2237,,
29,9936,4/6/2020,E,88,91,68,87,139,219,252,277,285,284,300,289,344,359,380,378,374,367,311,243,219,194,156,113,5817,15,380,,
29,9936,4/6/2020,W,67,50,86,84,124,188,229,312,300,326,382,376,439,392,363,396,382,342,332,277,197,181,131,130,6086,13,439,,
50,9940,4/6/2020,N,15,14,13,12,10,39,123,239,194,161,180,178,204,193,165,206,238,281,184,154,127,45,37,27,3039,18,281,,
50,9940,4/6/2020,S,13,20,15,20,17,56,186,224,151,161,171,208,240,214,187,237,263,320,218,158,123,56,53,32,3343,18,320,,
53,9943,4/6/2020,E,8,7,4,4,15,66,109,83,93,81,123,149,134,138,143,172,204,196,111,72,49,43,28,21,2053,17,204,,
53,9943,4/6/2020,W,7,2,8,6,33,59,115,183,120,111,152,140,134,119,164,144,154,122,70,77,45,31,26,11,2033,08,183,,
87,9947,4/6/2020,N,52,65,89,204,324,618,925,868,810,769,879,870,868,913,846,923,947,790,529,369,242,182,128,91,13301,17,947,,
87,9947,4/6/2020,S,31,36,63,90,181,362,790,868,880,880,897,953,961,910,919,1010,883,805,578,391,307,214,123,118,13250,16,1010,,
16,9948,4/6/2020,N,50,60,53,96,184,474,565,672,531,555,548,536,604,581,554,605,630,747,485,295,242,149,120,88,9424,18,747,,
16,9948,4/6/2020,S,67,64,49,86,136,309,492,533,519,499,503,486,510,519,592,628,749,745,559,346,260,187,131,80,9049,17,749,,
48,9949,4/6/2020,E,134,100,75,132,257,653,1283,1686,1261,1014,943,931,951,989,1021,1072,1072,989,709,492,366,296,218,161,16805,08,1686,,
48,9949,4/6/2020,W,103,63,69,83,162,409,824,876,816,819,913,961,980,938,1089,1235,1529,1537,855,604,403,272,232,195,15967,18,1537,,
03,9950,4/6/2020,N,98,68,64,102,274,646,1591,1888,1827,1511,1451,1661,1668,1866,2064,2700,2810,2482,1469,853,605,376,253,193,28520,17,2810,,
03,9950,4/6/2020,S,99,61,81,148,310,860,2852,3316,2662,1975,1678,1587,1542,1544,1524,1716,1794,1782,1216,713,538,315,236,149,28698,08,3316,,
16,9951,4/6/2020,E,173,129,181,255,500,1287,1832,1586,1375,1299,1305,1286,1348,1370,1395,1601,1659,1769,1198,868,603,504,371,287,24181,07,1832,,
16,9951,4/6/2020,W,155,150,198,216,444,1249,1781,1862,1602,1277,1260,1329,1388,1387,1436,1572,1599,1484,1203,726,599,425,310,259,23911,08,1862,,
93,9952,4/6/2020,N,111,80,122,177,418,1073,1906,2177,1914,1651,1770,1897,1968,720,2160,2659,3237,3246,1825,1188,773,583,598,269,32522,18,3246,,
93,9952,4/6/2020,S,184,118,154,241,450,1190,2635,3585,2944,2027,1828,1760,1656,1725,1873,2075,2189,1976,1329,961,726,469,365,272,32732,08,3585,,
10,9953,4/6/2020,N,255,209,196,327,758,2148,3932,3747,3215,2715,2572,2615,2587,2674,2782,3287,3108,3014,2463,1444,1072,784,616,497,47017,07,3932,,
10,9953,4/6/2020,S,282,223,210,276,492,1604,3144,2996,2656,2198,2151,2243,2413,2356,2574,3113,3681,3655,2486,1644,1227,881,602,451,43558,17,3681,,
10,9955,4/6/2020,N,105,87,58,99,177,335,806,919,821,820,814,811,916,947,1108,1485,1708,1707,1075,760,516,371,279,193,16917,17,1708,,
10,9955,4/6/2020,S,92,71,76,137,244,894,1605,1605,1414,1049,876,866,854,869,844,912,859,981,797,535,388,293,204,155,16620,07,1605,,
32,9956,4/6/2020,N,128,112,117,107,144,180,285,349,451,513,636,705,762,801,770,717,745,660,588,521,368,342,291,189,10481,14,801,,
32,9956,4/6/2020,S,203,150,174,187,222,273,338,401,406,387,439,419,485,550,560,630,585,604,455,451,393,358,255,229,9154,16,630,,
53,9957,4/6/2020,N,1,5,3,1,13,42,69,70,78,65,66,103,80,100,98,123,134,128,72,36,37,18,13,5,1360,17,134,,
53,9957,4/6/2020,S,4,4,6,9,16,45,105,123,80,86,82,96,87,79,77,104,100,96,47,45,22,14,5,14,1346,08,123,,
60,9958,4/6/2020,E,60,52,58,57,94,163,187,246,269,306,353,288,326,326,344,308,341,303,252,184,130,143,97,54,4941,11,353,,
60,9958,4/6/2020,W,56,28,50,46,104,190,267,269,274,282,285,251,268,311,306,341,324,329,272,191,131,138,116,90,4919,16,341,,
60,9959,4/6/2020,N,6,3,4,0,6,20,41,58,78,92,116,131,107,97,108,101,121,117,83,66,34,21,11,13,1434,12,131,,
60,9959,4/6/2020,S,6,2,8,12,20,57,68,62,78,91,99,102,95,97,98,101,103,103,81,48,32,32,9,6,1410,17,103,,
97,9961,4/6/2020,N,71,75,66,95,188,496,941,918,661,542,537,531,615,598,621,641,533,543,442,374,264,240,200,149,10341,07,941,,
97,9961,4/6/2020,S,109,93,122,157,178,294,415,501,470,463,456,506,532,561,652,815,978,968,594,419,300,234,197,139,10153,17,978,,
10,9962,4/6/2020,E,253,203,250,346,651,1547,2580,2677,2227,2024,2052,2036,2233,2342,2468,3166,3228,3116,2112,1326,1058,774,536,423,39628,17,3228,,
10,9962,4/6/2020,W,239,240,264,305,707,2231,3759,3121,2553,2181,2040,2046,2135,2137,2230,2426,2350,2522,1858,1267,981,690,533,398,39213,07,3759,,
28,9963,4/6/2020,N,67,49,63,62,85,212,316,395,415,488,484,536,583,578,529,624,664,608,427,314,243,210,123,98,8173,17,664,,
28,9963,4/6/2020,S,78,48,71,68,137,270,577,599,465,445,420,400,405,409,391,405,426,402,422,272,223,168,120,114,7335,08,599,,
93,9964,4/6/2020,N,15,7,13,17,42,139,220,191,183,169,198,218,252,251,236,256,277,318,217,176,123,74,49,44,3685,18,318,,
93,9964,4/6/2020,S,27,5,7,25,42,151,264,242,220,270,253,238,306,275,285,340,291,338,239,167,126,84,58,34,4287,16,340,,
93,9965,4/6/2020,N,22,20,60,80,93,122,162,232,197,226,196,200,201,232,236,243,258,256,135,125,91,61,66,49,3563,17,258,,
93,9965,4/6/2020,S,13,18,26,43,71,183,409,218,223,247,216,219,259,236,210,198,176,166,127,88,70,48,68,38,3570,07,409,,
